PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
484,1,1,0.786378487,0.0,0.0,0.018713554,1
485,-1,0,0.308871576,0.125,0.0,0.177774759,-1
486,1,1,0.36720398,0.375,0.166666667,0.049707688,1
487,-1,1,0.434531289,0.125,0.0,0.175668301,1
488,-1,0,0.72354863,0.0,0.0,0.057970539,-1
489,1,0,0.371701433,0.0,0.0,0.015712554,1
490,1,0,0.107816034,0.125,0.166666667,0.031034733,1
491,1,0,0.36720398,0.125,0.0,0.038972403,1
492,1,0,0.25860769,0.0,0.0,0.014151058,1
493,-1,0,0.685850716,0.0,0.0,0.059532035,1
494,-1,0,0.886906258,0.0,0.0,0.096625763,-1
495,1,0,0.25860769,0.0,0.0,0.015712554,1
496,1,0,0.36720398,0.0,0.0,0.028220722,-1
497,-1,1,0.673284745,0.125,0.0,0.152766424,-1
498,1,0,0.36720398,0.0,0.0,0.029473237,1
499,-1,1,0.308871576,0.125,0.333333333,0.2958059,1
500,1,0,0.296305604,0.0,0.0,0.015216388,1
501,1,0,0.208343805,0.0,0.0,0.016908074,1
502,1,1,0.25860769,0.0,0.0,0.015126993,0
503,1,1,0.36720398,0.0,0.0,0.014891207,0
504,1,1,0.459663232,0.0,0.0,0.018713554,1
505,-1,1,0.195777834,0.0,0.0,0.168836756,1
506,-1,0,0.220909776,0.125,0.0,0.212558644,-1
507,0,1,0.409399347,0.0,0.333333333,0.05074862,1
508,-1,0,0.36720398,0.0,0.0,0.051822149,1
509,1,0,0.34656949,0.0,0.0,0.043965872,1
510,1,0,0.321437547,0.0,0.0,0.110272458,1
511,1,0,0.359135461,0.0,0.0,0.015126993,0
512,1,0,0.36720398,0.0,0.0,0.015712554,1
513,-1,0,0.447097261,0.0,0.0,0.051309783,1
514,-1,1,0.673284745,0.125,0.0,0.115941079,-1
515,1,0,0.296305604,0.0,0.0,0.014630827,1
516,-1,0,0.585322945,0.0,0.0,0.066404179,1
517,0,1,0.421965318,0.0,0.0,0.020494635,1
518,1,0,0.36720398,0.0,0.0,0.047137661,0
519,0,1,0.447097261,0.125,0.0,0.05074862,1
520,1,0,0.396833375,0.0,0.0,0.015411575,1
521,-1,1,0.371701433,0.0,0.0,0.182499846,1
522,1,0,0.271173662,0.0,0.0,0.015411575,1
523,1,0,0.36720398,0.0,0.0,0.014102261,-1
524,-1,1,0.547625031,0.0,0.166666667,0.113167862,-1
525,1,0,0.36720398,0.0,0.0,0.014110459,-1
526,1,0,0.503644132,0.0,0.0,0.015126993,0
527,0,1,0.62302086,0.0,0.0,0.020494635,1
528,-1,0,0.36720398,0.0,0.0,0.432884169,1
529,1,0,0.484795175,0.0,0.0,0.01546857,1
530,0,0,0.283739633,0.25,0.166666667,0.022446505,1
531,0,1,0.019854235,0.125,0.166666667,0.05074862,1
532,1,0,0.36720398,0.0,0.0,0.014110459,-1
533,1,0,0.208343805,0.125,0.166666667,0.014110459,-1
534,1,1,0.36720398,0.0,0.333333333,0.043640495,-1
535,1,1,0.371701433,0.0,0.0,0.016908074,1
536,0,1,0.082684091,0.0,0.333333333,0.051236588,1
537,-1,0,0.560191003,0.0,0.0,0.051822149,1
538,-1,1,0.371701433,0.0,0.0,0.207727766,-1
539,1,0,0.36720398,0.0,0.0,0.028302115,1
540,-1,1,0.271173662,0.0,0.333333333,0.096617565,-1
541,-1,1,0.447097261,0.0,0.333333333,0.138582771,1
542,1,1,0.107816034,0.5,0.333333333,0.061044735,1
543,1,1,0.132947977,0.5,0.333333333,0.061044735,1
544,0,0,0.396833375,0.125,0.0,0.05074862,1
545,-1,0,0.62302086,0.125,0.0,0.207727766,-1
546,-1,0,0.798944458,0.0,0.0,0.05074862,1
547,0,1,0.233475748,0.125,0.0,0.05074862,1
548,0,0,0.36720398,0.0,0.0,0.027057798,-1
549,1,0,0.409399347,0.125,0.166666667,0.040062132,1
550,0,0,0.095250063,0.125,0.166666667,0.071731223,1
551,-1,0,0.208343805,0.0,0.333333333,0.216429788,-1
552,0,0,0.334003518,0.0,0.0,0.05074862,1
553,1,0,0.36720398,0.0,0.0,0.015281581,0
554,1,0,0.271173662,0.0,0.0,0.014102261,-1
555,1,1,0.271173662,0.0,0.0,0.015175789,1
556,-1,0,0.773812516,0.0,0.0,0.051822149,1
557,-1,1,0.597888917,0.125,0.0,0.077294052,-1
558,-1,0,0.36720398,0.0,0.0,0.444099224,-1
559,-1,1,0.484795175,0.125,0.166666667,0.155466446,1
560,1,1,0.447097261,0.125,0.0,0.033962538,1
561,1,0,0.36720398,0.0,0.0,0.015126993,0
562,1,0,0.497361146,0.0,0.0,0.015411575,1
563,0,0,0.34656949,0.0,0.0,0.026350245,1
564,1,0,0.36720398,0.0,0.0,0.015712554,1
565,1,1,0.36720398,0.0,0.0,0.015712554,1
566,1,0,0.296305604,0.25,0.0,0.047137661,1
567,1,0,0.233475748,0.0,0.0,0.015411575,1
568,1,1,0.359135461,0.0,0.666666667,0.04113566,1
569,1,0,0.36720398,0.0,0.0,0.014110459,-1
570,1,0,0.396833375,0.0,0.0,0.015330377,1
571,0,0,0.773812516,0.0,0.0,0.020494635,1
572,-1,1,0.660718774,0.25,0.0,0.100480707,1
573,-1,0,0.447097261,0.0,0.0,0.05150497,1
574,1,1,0.36720398,0.0,0.0,0.015126993,0
575,1,0,0.195777834,0.0,0.0,0.015712554,1
576,1,0,0.233475748,0.0,0.0,0.028302115,1
577,0,1,0.421965318,0.0,0.0,0.02537431,1
578,-1,1,0.484795175,0.125,0.0,0.109109533,1
579,1,1,0.36720398,0.125,0.0,0.028220722,-1
580,1,0,0.396833375,0.0,0.0,0.01546857,1
581,0,1,0.308871576,0.125,0.166666667,0.0585561,1
582,-1,1,0.484795175,0.125,0.166666667,0.216429788,-1
583,0,0,0.673284745,0.0,0.0,0.05074862,1
584,-1,0,0.447097261,0.0,0.0,0.078318784,-1
585,1,0,0.36720398,0.0,0.0,0.017005667,-1
586,-1,1,0.220909776,0.0,0.333333333,0.155466446,1
587,0,0,0.585322945,0.0,0.0,0.02927805,1
588,-1,0,0.748680573,0.125,0.166666667,0.154588105,-1
589,1,0,0.271173662,0.0,0.0,0.015712554,1
590,1,0,0.36720398,0.0,0.0,0.015712554,1
591,1,0,0.434531289,0.0,0.0,0.013907074,1
592,-1,1,0.648152802,0.125,0.0,0.152766424,-1
593,1,0,0.585322945,0.0,0.0,0.014151058,1
594,1,1,0.36720398,0.0,0.333333333,0.015126993,0
595,0,0,0.459663232,0.125,0.0,0.05074862,1
596,1,0,0.447097261,0.125,0.166666667,0.047137661,1
597,0,1,0.36720398,0.0,0.0,0.06441171,1
598,1,0,0.610454888,0.0,0.0,0.0,1
599,1,0,0.36720398,0.0,0.0,0.014102261,-1
600,-1,0,0.610454888,0.125,0.0,0.111118398,-1
601,0,1,0.296305604,0.25,0.166666667,0.05270049,1
602,1,0,0.36720398,0.0,0.0,0.015411575,1
603,-1,0,0.36720398,0.0,0.0,0.082759288,1
604,1,0,0.547625031,0.0,0.0,0.015712554,1
605,-1,0,0.434531289,0.0,0.0,0.051822149,-1
606,1,0,0.447097261,0.125,0.0,0.030351579,1
607,1,0,0.371701433,0.0,0.0,0.015411575,1
608,-1,0,0.334003518,0.0,0.0,0.059532035,1
609,0,1,0.271173662,0.125,0.333333333,0.081157193,-1
610,-1,1,0.497361146,0.0,0.0,0.299538851,1
611,1,1,0.484795175,0.125,0.833333333,0.061044735,1
612,1,0,0.36720398,0.0,0.0,0.013760684,1
613,1,1,0.36720398,0.125,0.0,0.030253985,0
614,1,0,0.36720398,0.0,0.0,0.015126993,0
615,1,0,0.434531289,0.0,0.0,0.015712554,1
616,0,1,0.296305604,0.125,0.333333333,0.126871551,1
617,1,0,0.421965318,0.125,0.166666667,0.028106928,1
618,1,1,0.321437547,0.125,0.0,0.031425107,1
619,0,1,0.044986177,0.25,0.166666667,0.07612293,1
620,0,0,0.321437547,0.0,0.0,0.020494635,1
621,1,0,0.334003518,0.125,0.0,0.028212719,-1
622,-1,0,0.522493089,0.125,0.0,0.102578967,1
623,1,0,0.246041719,0.125,0.166666667,0.030725752,-1
624,1,0,0.25860769,0.0,0.0,0.015330377,1
625,1,0,0.25860769,0.0,0.0,0.031425107,1
626,-1,0,0.761246544,0.0,0.0,0.063086,1
627,0,0,0.710982659,0.0,0.0,0.024105595,0
628,-1,1,0.25860769,0.0,0.0,0.152164468,1
629,1,0,0.321437547,0.0,0.0,0.015411575,1
630,1,0,0.36720398,0.0,0.0,0.015094396,0
631,-1,0,1.0,0.0,0.0,0.0585561,1
632,1,0,0.635586831,0.0,0.0,0.013768881,1
633,-1,0,0.396833375,0.0,0.0,0.059532035,-1
634,-1,0,0.36720398,0.0,0.0,0.0,1
635,1,1,0.107816034,0.375,0.333333333,0.054457173,1
636,0,1,0.34656949,0.0,0.0,0.02537431,1
637,1,0,0.396833375,0.0,0.0,0.01546857,1
638,0,0,0.384267404,0.125,0.166666667,0.051236588,1
639,1,1,0.509927117,0.0,0.833333333,0.077464841,1
640,1,0,0.36720398,0.125,0.0,0.031425107,1
641,1,0,0.246041719,0.0,0.0,0.015330377,1
642,-1,1,0.296305604,0.0,0.0,0.135264592,-1
643,1,1,0.019854235,0.375,0.333333333,0.054457173,1
644,1,0,0.36720398,0.0,0.0,0.110272458,1
645,1,1,0.004146771,0.25,0.166666667,0.037589698,-1
646,-1,0,0.597888917,0.125,0.0,0.149765424,-1
647,1,0,0.233475748,0.0,0.0,0.015411575,1
648,-1,0,0.698416688,0.0,0.0,0.069291385,-1
649,1,0,0.36720398,0.0,0.0,0.014736619,1
650,1,1,0.283739633,0.0,0.0,0.014736619,1
651,1,0,0.36720398,0.0,0.0,0.015411575,1
652,0,1,0.220909776,0.0,0.166666667,0.04489301,1
653,1,0,0.25860769,0.0,0.0,0.016460705,1
654,1,1,0.36720398,0.0,0.0,0.015281581,0
655,1,1,0.220909776,0.0,0.0,0.013175123,0
656,0,0,0.296305604,0.25,0.0,0.143462446,1
657,1,0,0.36720398,0.0,0.0,0.015411575,1
658,1,1,0.396833375,0.125,0.166666667,0.030253985,0
659,0,0,0.283739633,0.0,0.0,0.02537431,1
660,-1,0,0.72354863,0.0,0.333333333,0.221098075,-1
661,-1,0,0.62302086,0.25,0.0,0.260867427,1
662,1,0,0.497361146,0.0,0.0,0.014102261,-1
663,-1,0,0.585322945,0.0,0.0,0.049943474,1
664,1,0,0.447097261,0.0,0.0,0.014630827,1
665,1,0,0.246041719,0.125,0.0,0.01546857,1
666,0,0,0.396833375,0.25,0.0,0.143462446,1
667,0,0,0.308871576,0.0,0.0,0.02537431,1
668,1,0,0.36720398,0.0,0.0,0.015175789,1
669,1,0,0.53505906,0.0,0.0,0.015712554,1
670,-1,1,0.36720398,0.125,0.0,0.10149724,1
671,0,1,0.497361146,0.125,0.166666667,0.07612293,1
672,-1,0,0.384267404,0.125,0.0,0.10149724,1
673,0,0,0.874340287,0.0,0.0,0.020494635,1
674,0,0,0.384267404,0.0,0.0,0.02537431,1
675,0,0,0.36720398,0.0,0.0,0.0,1
676,1,0,0.220909776,0.0,0.0,0.015175789,1
677,1,0,0.30258859,0.0,0.0,0.015712554,1
678,1,1,0.220909776,0.0,0.0,0.019209719,1
679,1,1,0.53505906,0.125,1.0,0.091542703,1
680,-1,0,0.447097261,0.0,0.166666667,1.0,-1
681,1,1,0.36720398,0.0,0.0,0.015883342,0
682,-1,0,0.334003518,0.0,0.0,0.149765424,-1
683,1,0,0.246041719,0.0,0.0,0.018006001,1
684,1,0,0.170645891,0.625,0.333333333,0.091542703,1
685,0,0,0.748680573,0.125,0.166666667,0.07612293,1
686,0,0,0.308871576,0.125,0.333333333,0.081157193,-1
687,1,0,0.170645891,0.5,0.166666667,0.077464841,1
688,1,0,0.233475748,0.0,0.0,0.019852079,1
689,1,0,0.220909776,0.0,0.0,0.015216388,1
690,-1,1,0.183211862,0.0,0.166666667,0.412503328,1
691,-1,0,0.384267404,0.125,0.0,0.11125659,1
692,1,1,0.044986177,0.0,0.166666667,0.026187654,-1
693,1,0,0.36720398,0.0,0.0,0.110272458,1
694,1,0,0.308871576,0.0,0.0,0.014102261,-1
695,-1,0,0.748680573,0.0,0.0,0.051822149,1
696,0,0,0.648152802,0.0,0.0,0.026350245,1
697,1,0,0.547625031,0.0,0.0,0.015712554,1
698,1,1,0.36720398,0.0,0.0,0.015094396,0
699,-1,0,0.610454888,0.125,0.166666667,0.216429788,-1
700,1,0,0.522493089,0.0,0.0,0.014931806,1
701,-1,1,0.220909776,0.125,0.0,0.444099224,-1
702,-1,0,0.434531289,0.0,0.0,0.051309783,1
703,1,1,0.220909776,0.0,0.166666667,0.028212719,-1
704,1,0,0.308871576,0.0,0.0,0.015110792,0
705,1,0,0.321437547,0.125,0.0,0.015330377,1
706,0,0,0.484795175,0.0,0.0,0.05074862,1
707,0,1,0.560191003,0.0,0.0,0.026350245,1
708,-1,0,0.522493089,0.0,0.0,0.051309783,1
709,-1,1,0.271173662,0.0,0.0,0.2958059,1
710,1,0,0.36720398,0.125,0.166666667,0.02975782,-1
711,-1,1,0.296305604,0.0,0.0,0.096625763,-1
712,-1,0,0.36720398,0.0,0.0,0.051822149,1
713,-1,0,0.597888917,0.125,0.0,0.10149724,1
714,1,0,0.359135461,0.0,0.0,0.018510169,1
715,0,0,0.648152802,0.0,0.0,0.02537431,1
716,1,0,0.233475748,0.0,0.0,0.014931806,1
717,-1,1,0.472229203,0.0,0.0,0.444099224,-1
718,0,1,0.334003518,0.0,0.0,0.020494635,1
719,1,0,0.36720398,0.0,0.0,0.030253985,0
720,1,0,0.409399347,0.0,0.0,0.015175789,1
721,0,1,0.07011812,0.0,0.166666667,0.06441171,1
722,1,0,0.208343805,0.125,0.0,0.013768881,1
723,0,0,0.421965318,0.0,0.0,0.02537431,1
724,0,0,0.62302086,0.0,0.0,0.02537431,1
725,-1,0,0.334003518,0.125,0.0,0.103644297,1
726,1,0,0.246041719,0.0,0.0,0.016908074,1
727,0,1,0.371701433,0.375,0.0,0.04098927,1
728,1,1,0.36720398,0.0,0.0,0.015102594,0
729,0,0,0.308871576,0.125,0.0,0.05074862,1
730,1,1,0.308871576,0.125,0.0,0.01546857,1
731,-1,1,0.359135461,0.0,0.0,0.412503328,1
732,1,0,0.132947977,0.0,0.0,0.036670758,-1
733,0,0,0.36720398,0.0,0.0,0.0,1
734,0,0,0.283739633,0.0,0.0,0.02537431,1
735,0,0,0.283739633,0.0,0.0,0.02537431,1
736,1,0,0.352852475,0.0,0.0,0.031425107,1
737,1,1,0.597888917,0.125,0.5,0.067095532,1
738,-1,0,0.434531289,0.0,0.0,1.0,-1
739,1,0,0.36720398,0.0,0.0,0.015411575,1
740,1,0,0.36720398,0.0,0.0,0.015411575,1
741,-1,0,0.36720398,0.0,0.0,0.0585561,1
742,-1,0,0.447097261,0.125,0.0,0.15390495,1
743,-1,1,0.25860769,0.25,0.333333333,0.512121894,-1
744,1,0,0.296305604,0.125,0.0,0.031425107,1
745,1,0,0.384267404,0.0,0.0,0.01546857,1
746,-1,0,0.874340287,0.125,0.166666667,0.138582771,1
747,1,0,0.195777834,0.125,0.166666667,0.039525368,1
748,0,1,0.371701433,0.0,0.0,0.02537431,1
749,-1,0,0.233475748,0.125,0.0,0.103644297,1
750,1,0,0.384267404,0.0,0.0,0.015126993,0
751,0,1,0.044986177,0.125,0.166666667,0.04489301,1
752,1,0,0.07011812,0.0,0.166666667,0.024349578,1
753,1,0,0.409399347,0.0,0.0,0.018542765,1
754,1,0,0.283739633,0.0,0.0,0.015411575,1
755,0,1,0.597888917,0.125,0.333333333,0.126871551,1
756,0,0,0.003141493,0.125,0.166666667,0.028302115,1
757,1,0,0.34656949,0.0,0.0,0.015216388,1
758,0,0,0.220909776,0.0,0.0,0.022446505,1
759,1,0,0.421965318,0.0,0.0,0.015712554,1
760,-1,1,0.409399347,0.0,0.0,0.168836756,1
761,1,0,0.36720398,0.0,0.0,0.028302115,1
762,1,0,0.509927117,0.0,0.0,0.013907074,1
763,1,0,0.246041719,0.0,0.0,0.014110459,-1
764,-1,1,0.447097261,0.125,0.333333333,0.234224401,1
765,1,0,0.195777834,0.0,0.0,0.015175789,1
766,-1,1,0.635586831,0.125,0.0,0.152164468,1
767,-1,0,0.36720398,0.0,0.0,0.077294052,-1
768,1,1,0.377984418,0.0,0.0,0.015126993,0
769,1,0,0.36720398,0.125,0.0,0.047137661,0
770,1,0,0.396833375,0.0,0.0,0.016322513,1
771,1,0,0.296305604,0.0,0.0,0.018542765,1
772,1,0,0.597888917,0.0,0.0,0.015330377,1
773,0,1,0.710982659,0.0,0.0,0.020494635,1
774,1,0,0.36720398,0.0,0.0,0.014102261,-1
775,0,1,0.673284745,0.125,0.5,0.04489301,1
776,1,0,0.220909776,0.0,0.0,0.015126993,1
777,1,0,0.36720398,0.0,0.0,0.015126993,0
778,1,1,0.057552149,0.0,0.0,0.024349578,1
779,1,0,0.36720398,0.0,0.0,0.015102594,0
780,-1,1,0.53505906,0.0,0.166666667,0.412503328,1
781,1,1,0.15807992,0.0,0.0,0.014110459,-1
782,-1,1,0.208343805,0.125,0.0,0.11125659,1
783,-1,0,0.359135461,0.0,0.0,0.0585561,1
784,1,0,0.36720398,0.125,0.333333333,0.045771352,1
785,1,0,0.308871576,0.0,0.0,0.013760684,1
786,1,0,0.308871576,0.0,0.0,0.014151058,1
787,1,1,0.220909776,0.0,0.0,0.014630827,1
788,1,0,0.095250063,0.5,0.166666667,0.056848214,0
789,1,0,0.007288263,0.125,0.333333333,0.040159725,1
790,-1,0,0.572756974,0.0,0.0,0.154588105,-1
791,1,0,0.36720398,0.0,0.0,0.015126993,0
792,0,0,0.195777834,0.0,0.0,0.05074862,1
793,1,1,0.36720398,1.0,0.333333333,0.135752559,1
794,-1,0,0.36720398,0.0,0.0,0.059914211,-1
795,1,0,0.308871576,0.0,0.0,0.015411575,1
796,0,0,0.484795175,0.0,0.0,0.02537431,1
797,-1,1,0.610454888,0.0,0.0,0.050610428,1
798,1,1,0.384267404,0.0,0.0,0.016948673,1
799,1,0,0.371701433,0.0,0.0,0.014110459,-1
800,1,1,0.371701433,0.125,0.166666667,0.047137661,1
801,0,0,0.421965318,0.0,0.0,0.02537431,1
802,0,1,0.384267404,0.125,0.166666667,0.051236588,1
803,-1,0,0.132947977,0.125,0.333333333,0.234224401,1
804,1,0,0.0,0.0,0.166666667,0.016623491,-1
805,1,0,0.334003518,0.0,0.0,0.013614293,1
806,1,0,0.384267404,0.0,0.0,0.015175789,1
807,-1,0,0.484795175,0.0,0.0,0.0,1
808,1,1,0.220909776,0.0,0.0,0.015175789,1
809,0,0,0.484795175,0.0,0.0,0.02537431,1
810,-1,1,0.409399347,0.125,0.0,0.103644297,1
811,1,0,0.321437547,0.0,0.0,0.015395375,1
812,1,0,0.484795175,0.0,0.0,0.047137661,1
813,0,0,0.434531289,0.0,0.0,0.020494635,1
814,1,1,0.07011812,0.5,0.333333333,0.061044735,1
815,1,0,0.377984418,0.0,0.0,0.015712554,1
816,-1,0,0.36720398,0.0,0.0,0.0,1
817,1,1,0.283739633,0.0,0.0,0.01546857,1
818,0,0,0.384267404,0.125,0.166666667,0.072227388,-1
819,1,0,0.53505906,0.0,0.0,0.012589562,1
820,1,0,0.120382006,0.375,0.333333333,0.054457173,1
821,-1,1,0.648152802,0.125,0.166666667,0.182499846,1
822,1,0,0.334003518,0.0,0.0,0.016908074,1
823,-1,0,0.472229203,0.0,0.0,0.0,1
824,1,1,0.334003518,0.0,0.166666667,0.024349578,1
825,1,0,0.019854235,0.5,0.166666667,0.077464841,1
826,1,0,0.36720398,0.0,0.0,0.013565497,0
827,1,0,0.36720398,0.0,0.0,0.110272458,1
828,0,0,0.007288263,0.0,0.333333333,0.072227388,-1
829,1,0,0.36720398,0.0,0.0,0.015126993,0
831,1,1,0.183211862,0.125,0.0,0.028212719,-1
832,0,0,0.005152048,0.125,0.166666667,0.036597563,1
833,1,0,0.36720398,0.0,0.0,0.014110459,-1
834,1,0,0.283739633,0.0,0.0,0.015330377,1
835,1,0,0.220909776,0.0,0.0,0.016200521,1
836,-1,1,0.484795175,0.125,0.166666667,0.162314192,-1
837,1,0,0.25860769,0.0,0.0,0.016908074,1
838,1,0,0.36720398,0.0,0.0,0.015712554,1
839,1,0,0.396833375,0.0,0.0,0.110272458,1
840,-1,0,0.36720398,0.0,0.0,0.057970539,-1
841,1,0,0.246041719,0.0,0.0,0.01546857,1
842,0,0,0.195777834,0.0,0.0,0.020494635,1
843,-1,1,0.371701433,0.0,0.0,0.06050797,-1
844,1,0,0.428248304,0.0,0.0,0.012565163,-1
845,1,0,0.208343805,0.0,0.0,0.016908074,1
846,1,0,0.522493089,0.0,0.0,0.014736619,1
847,1,0,0.36720398,1.0,0.333333333,0.135752559,1
848,1,0,0.434531289,0.0,0.0,0.015411575,-1
849,0,0,0.34656949,0.0,0.166666667,0.06441171,1
850,-1,1,0.36720398,0.125,0.0,0.173919816,-1
851,1,0,0.044986177,0.5,0.333333333,0.061044735,1
852,1,0,0.924604172,0.0,0.0,0.015175789,1
853,1,1,0.107816034,0.125,0.166666667,0.02975782,-1
854,-1,1,0.195777834,0.0,0.166666667,0.076903678,1
855,0,1,0.547625031,0.125,0.0,0.05074862,1
856,1,1,0.220909776,0.0,0.166666667,0.018249985,1
857,-1,1,0.560191003,0.125,0.166666667,0.321798367,1
858,-1,0,0.635586831,0.0,0.0,0.051822149,1
859,1,1,0.296305604,0.0,0.5,0.037589698,-1
860,1,0,0.36720398,0.0,0.0,0.014110459,-1
861,1,0,0.509927117,0.25,0.0,0.027537568,1
862,0,0,0.25860769,0.125,0.0,0.022446505,1
863,-1,1,0.597888917,0.0,0.0,0.050610428,1
864,1,1,0.36720398,1.0,0.333333333,0.135752559,1
865,0,0,0.296305604,0.0,0.0,0.02537431,1
866,0,1,0.522493089,0.0,0.0,0.02537431,1
867,0,1,0.334003518,0.125,0.0,0.0270496,-1
868,-1,0,0.384267404,0.0,0.0,0.098561238,1
869,1,0,0.36720398,0.0,0.0,0.018542765,1
870,1,0,0.044986177,0.125,0.166666667,0.021730754,1
871,1,0,0.321437547,0.0,0.0,0.015411575,1
872,-1,1,0.585322945,0.125,0.166666667,0.102578967,1
873,-1,0,0.409399347,0.0,0.0,0.00975935,1
874,1,0,0.585322945,0.0,0.0,0.01756683,1
875,0,1,0.34656949,0.125,0.0,0.04684488,-1
876,1,1,0.183211862,0.0,0.0,0.014102261,-1
877,1,0,0.246041719,0.0,0.0,0.019217722,1
878,1,0,0.233475748,0.0,0.0,0.015411575,1
879,1,0,0.36720398,0.0,0.0,0.015411575,1
880,-1,1,0.698416688,0.0,0.166666667,0.162314192,-1
881,0,1,0.308871576,0.0,0.166666667,0.05074862,1
882,1,0,0.409399347,0.0,0.0,0.015411575,1
883,1,1,0.271173662,0.0,0.0,0.020527231,1
884,0,0,0.34656949,0.0,0.0,0.020494635,1
885,1,0,0.308871576,0.0,0.0,0.013760684,1
886,1,1,0.484795175,0.0,0.833333333,0.056848214,0
887,0,0,0.334003518,0.0,0.0,0.02537431,1
888,-1,1,0.233475748,0.0,0.0,0.0585561,1
889,1,1,0.36720398,0.125,0.333333333,0.045771352,1
890,-1,0,0.321437547,0.0,0.0,0.0585561,-1
891,1,0,0.396833375,0.0,0.0,0.015126993,0
